sex	decade	pct	name
F	2000	0.010	Kaela
F	2000	0.009	Maranda
F	2000	0.023	Parker
F	2000	0.007	Darian
F	2000	0.014	Jasmyn
F	2000	0.022	Jaylin
F	2000	0.011	Katia
F	2000	0.031	Ayla
F	2000	0.012	Bridgette
F	2000	0.013	Elyssa
F	2000	0.015	Hillary
F	2000	0.014	Kinsey
F	2000	0.022	Yazmin
F	2000	0.013	Caleigh
F	2000	0.012	Rita
F	2000	0.011	Asha
F	2000	0.026	Dayana
F	2000	0.008	Nikita
F	2000	0.008	Chantel
F	2000	0.075	Reese
F	2000	0.009	Stefanie
F	2000	0.010	Nadine
F	2000	0.032	Samara
F	2000	0.013	Unique
F	2000	0.009	Michele
F	2000	0.012	Sonya
F	2000	0.032	Hazel
F	2000	0.019	Patience
F	2000	0.009	Cielo
F	2000	0.015	Magdalena
F	2000	0.014	Mireya
F	2000	0.017	Paloma
F	2000	0.021	Aryanna
F	2000	0.029	Anaya
F	2000	0.011	Dallas
F	2000	0.013	Joelle
F	2000	0.011	Norma
F	2000	0.023	Arely
F	2000	0.022	Kaia
F	2000	0.008	Misty
F	2000	0.012	Taya
F	2000	0.013	Deasia
F	2000	0.011	Trisha
F	2000	0.018	Elsa
F	2000	0.014	Joana
F	2000	0.009	Alysha
F	2000	0.019	Aracely
F	2000	0.013	Bryana
F	2000	0.009	Dawn
F	2000	0.012	Alex
F	2000	0.010	Brionna
F	2000	0.011	Katerina
F	2000	0.013	Ali
F	2000	0.011	Bonnie
F	2000	0.027	Hadley
F	2000	0.010	Martina
F	2000	0.013	Maryam
F	2000	0.013	Jazmyne
F	2000	0.021	Shaniya
F	2000	0.010	Alycia
F	2000	0.007	Dejah
F	2000	0.019	Emmalee
F	2000	0.014	Estefania
F	2000	0.019	Jakayla
F	2000	0.028	Lilliana
F	2000	0.015	Nyasia
F	2000	0.013	Anjali
F	2000	0.009	Daisha
F	2000	0.013	Myra
F	2000	0.018	Amiya
F	2000	0.015	Belen
F	2000	0.013	Jana
F	2000	0.010	Aja
F	2000	0.017	Saige
F	2000	0.017	Annabel
F	2000	0.047	Scarlett
F	2000	0.008	Destany
F	2000	0.009	Joanne
F	2000	0.017	Aliza
F	2000	0.017	Ashly
F	2000	0.008	Cydney
F	2000	0.013	Fabiola
F	2000	0.020	Gia
F	2000	0.079	Keira
F	2000	0.012	Roxanne
F	2000	0.012	Kaci
F	2000	0.015	Abigale
F	2000	0.015	Abagail
F	2000	0.036	Janiya
F	2000	0.008	Odalys
F	2000	0.023	Aria
F	2000	0.007	Daija
F	2000	0.013	Delia
F	2000	0.009	Kameron
F	2000	0.016	Raina
F	2000	0.013	Ashtyn
F	2000	0.009	Dayna
F	2000	0.012	Katy
F	2000	0.011	Lourdes
F	2000	0.010	Emerald
F	2000	0.007	Kirstin
F	2000	0.022	Marlee
F	2000	0.010	Neha
F	2000	0.014	Beatrice
F	2000	0.010	Blair
F	2000	0.011	Kori
F	2000	0.012	Luisa
F	2000	0.009	Yasmeen
F	2000	0.010	Annamarie
F	2000	0.011	Breonna
F	2000	0.010	Jena
F	2000	0.009	Leann
F	2000	0.014	Rhianna
F	2000	0.011	Yessenia
F	2000	0.008	Breanne
F	2000	0.008	Katlynn
F	2000	0.010	Laisha
F	2000	0.012	Mandy
F	2000	0.016	Amina
F	2000	0.013	Jailyn
F	2000	0.012	Jayde
F	2000	0.007	Jill
F	2000	0.008	Kaylan
F	2000	0.016	Kenna
F	2000	0.008	Antoinette
F	2000	0.017	Rayna
F	2000	0.013	Sky
F	2000	0.014	Iyana
F	2000	0.011	Keeley
F	2000	0.015	Kenia
F	2000	0.009	Maiya
F	2000	0.010	Melisa
F	2000	0.010	Adrian
F	2000	0.012	Marlen
F	2000	0.008	Shianne
F	2000	0.009	Alysia
F	2000	0.010	Audra
F	2000	0.009	Jacquelin
F	2000	0.011	Malaysia
F	2000	0.022	Aubrie
F	2000	0.004	Infant
F	2000	0.010	Kaycee
F	2000	0.018	Kendal
F	2000	0.007	Shelbie
F	2000	0.014	Chana
F	2000	0.009	Kalie
F	2000	0.008	Chelsie
F	2000	0.016	Dalia
F	2000	0.018	Evelin
F	2000	0.011	Janie
F	2000	0.031	Lana
F	2000	0.009	Leanne
F	2000	0.007	Ashlie
F	2000	0.008	Suzanne
F	2000	0.035	Ashanti
F	2000	0.015	Johana
F	2000	0.011	Juana
F	2000	0.006	Kelley
F	2000	0.013	Lacy
F	2000	0.010	Marcella
F	2000	0.011	Tristan
F	2000	0.010	Noel
F	2000	0.011	Bryn
F	2000	0.009	Ivette
F	2000	0.019	Jamya
F	2000	0.006	Mikala
F	2000	0.035	Nyla
F	2000	0.004	Yamile
F	2000	0.005	Jailene
F	2000	0.005	Katlin
F	2000	0.006	Keri
F	2000	0.015	Sarahi
F	2000	0.007	Shauna
F	2000	0.008	Tyanna
F	2000	0.012	Noor
F	2000	0.011	Flor
F	2000	0.016	Makena
F	2000	0.014	Miya
F	2000	0.010	Sade
F	2000	0.021	Natalee
F	2000	0.012	Pearl
F	2000	0.008	Corina
F	2000	0.013	Hayleigh
F	2000	0.009	Niya
F	2000	0.010	Star
F	2000	0.008	Starr
F	2000	0.008	Baylie
F	2000	0.009	Beyonce
F	2000	0.006	Carrington
F	2000	0.007	Rochelle
F	2000	0.012	Roxana
F	2000	0.012	Vanesa
F	2000	0.008	Charisma
F	2000	0.017	Frida
F	2000	0.029	Melany
F	2000	0.005	Santana
F	2000	0.008	Octavia
F	2000	0.008	Cameryn
F	2000	0.008	Jasmyne
F	2000	0.015	Keyla
F	2000	0.016	Libby
F	2000	0.013	Lilia
F	2000	0.012	Lucero
F	2000	0.019	Madalynn
F	2000	0.013	Dania
F	2000	0.008	Jackelyn
F	2000	0.008	Makala
F	2000	0.018	Ada
F	2000	0.028	Danica
F	2000	0.009	Eunice
F	2000	0.006	Halee
F	2000	0.028	Liberty
F	2000	0.010	Stevie
F	2000	0.009	Cailey
F	2000	0.009	Charlene
F	2000	0.013	Denisse
F	2000	0.013	Iyanna
F	2000	0.006	Shana
F	2000	0.014	Shyla
F	2000	0.008	Tammy
F	2000	0.011	Tayla
F	2000	0.009	Elisha
F	2000	0.008	Judy
F	2000	0.008	Kayle
F	2000	0.010	Dina
F	2000	0.017	Jaylene
F	2000	0.011	Priscila
F	2000	0.011	Carleigh
F	2000	0.008	Janette
F	2000	0.004	Latavia
F	2000	0.015	Xiomara
F	2000	0.019	Caylee
F	2000	0.010	Constance
F	2000	0.011	Gwyneth
F	2000	0.007	Kaytlin
F	2000	0.008	Lexis
F	2000	0.010	Yajaira
F	2000	0.016	Aryana
F	2000	0.007	Jocelyne
F	2000	0.006	Myranda
F	2000	0.006	Tiffani
F	2000	0.010	Gladys
F	2000	0.006	Kassie
F	2000	0.015	Kaylen
F	2000	0.007	Mykayla
F	2000	0.012	Anabel
F	2000	0.009	Beverly
F	2000	0.007	Blake
F	2000	0.010	Demi
F	2000	0.011	Emani
F	2000	0.007	Justina
F	2000	0.012	Keila
F	2000	0.014	Makaila
F	2000	0.009	Colette
F	2000	0.012	Estefany
F	2000	0.013	Jalynn
F	2000	0.018	Joslyn
F	2000	0.005	Kerry
F	2000	0.007	Marisela
F	2000	0.017	Miah
F	2000	0.012	Anais
F	2000	0.016	Cherish
F	2000	0.005	Destinie
F	2000	0.028	Elle
F	2000	0.007	Jennie
F	2000	0.012	Lacie
F	2000	0.006	Odalis
F	2000	0.007	Stormy
F	2000	0.008	Daria
F	2000	0.006	Halley
F	2000	0.014	Lina
F	2000	0.005	Tabatha
F	2000	0.015	Angeline
F	2000	0.008	Hollie
F	2000	0.008	Jayme
F	2000	0.012	Estefani
F	2000	0.022	Jaylynn
F	2000	0.008	Maricela
F	2000	0.008	Maxine
F	2000	0.014	Mina
F	2000	0.009	Maryann
F	2000	0.008	Shaelyn
F	2000	0.010	Susanna
F	2000	0.008	Betty
F	2000	0.005	Jessika
F	2000	0.013	Mckinley
F	2000	0.010	Alaysia
F	2000	0.007	Connie
F	2000	0.011	Lidia
F	2000	0.013	Samira
F	2000	0.006	Shelbi
F	2000	0.008	Iman
F	2000	0.014	Mira
F	2000	0.016	Sariah
F	2000	0.006	Shanice
F	2000	0.015	Jaylyn
F	2000	0.005	Kristi
F	2000	0.007	Serina
F	2000	0.008	Shae
F	2000	0.018	Taniya
F	2000	0.011	Winter
F	2000	0.008	Mindy
F	2000	0.011	Rhea
F	2000	0.009	Tristen
F	2000	0.010	Danae
F	2000	0.009	Jamia
F	2000	0.014	Natalya
F	2000	0.016	Siena
F	2000	0.014	Areli
F	2000	0.005	Daja
F	2000	0.006	Jodi
F	2000	0.007	Leeann
F	2000	0.010	Rianna
F	2000	0.009	Yulissa
F	2000	0.009	Alyssia
F	2000	0.006	Ciarra
F	2000	0.009	Delanie
F	2000	0.007	Lynn
F	2000	0.005	Nautica
F	2000	0.006	Tamera
F	2000	0.006	Tionna
F	2000	0.007	Alecia
F	2000	0.008	Annalisa
F	2000	0.011	Astrid
F	2000	0.007	Breann
F	2000	0.018	Journey
F	2000	0.017	Kaiya
F	2000	0.017	Zariah
F	2000	0.010	Adilene
F	2000	0.007	Chyanne
F	2000	0.005	Jalen
F	2000	0.008	Kyara
F	2000	0.017	Camilla
F	2000	0.018	Giana
F	2000	0.006	Monet
F	2000	0.009	Priya
F	2000	0.014	Akira
F	2000	0.006	Cori
F	2000	0.009	Fallon
F	2000	0.006	Naya
F	2000	0.013	Shreya
F	2000	0.007	Tanisha
F	2000	0.007	Debra
F	2000	0.007	Irma
F	2000	0.006	Lissette
F	2000	0.007	Lorraine
F	2000	0.008	Magaly
F	2000	0.006	Mahogany
F	2000	0.010	Marcela
F	2000	0.010	Abrianna
F	2000	0.008	Alexi
F	2000	0.013	Amaris
F	2000	0.013	Cailyn
F	2000	0.005	Hali
F	2000	0.005	Joan
F	2000	0.007	Kelsea
F	2000	0.017	Lainey
F	2000	0.007	Viridiana
F	2000	0.005	Chastity
F	2000	0.016	Isabell
F	2000	0.016	Maleah
F	2000	0.006	Maureen
F	2000	0.005	Tasha
F	2000	0.006	Terra
F	2000	0.005	Beth
F	2000	0.010	Elana
F	2000	0.009	Ivanna
F	2000	0.007	Katheryn
F	2000	0.007	Mariel
F	2000	0.005	Shantel
F	2000	0.010	Coral
F	2000	0.008	Grayson
F	2000	0.007	Olga
F	2000	0.011	Addie
F	2000	0.008	Bayleigh
F	2000	0.021	Rowan
F	2000	0.020	Taliyah
F	2000	0.019	Yareli
F	2000	0.010	Betsy
F	2000	0.009	Geneva
F	2000	0.010	Grecia
F	2000	0.005	Kristian
F	2000	0.014	Kya
F	2000	0.010	Leigha
F	2000	0.006	Racheal
F	2000	0.010	Tamya
F	2000	0.018	Yoselin
F	2000	0.007	Alea
F	2000	0.007	Annemarie
F	2000	0.005	Breeanna
F	2000	0.010	Harlee
F	2000	0.006	Marlena
F	2000	0.007	Shay
F	2000	0.015	Zion
F	2000	0.012	Citlali
F	2000	0.005	Colby
F	2000	0.009	Julisa
F	2000	0.007	Simran
F	2000	0.014	Yaritza
F	2000	0.006	Cathryn
F	2000	0.007	Griselda
F	2000	0.007	Jessenia
F	2000	0.017	Lucille
F	2000	0.022	Annabella
F	2000	0.006	Dara
F	2000	0.004	Kala
F	2000	0.009	Madysen
F	2000	0.005	Micayla
F	2000	0.006	Sommer
F	2000	0.008	Haily
F	2000	0.008	Karyme
F	2000	0.010	Lisbeth
F	2000	0.007	Shanna
F	2000	0.003	Brittani
F	2000	0.003	China
F	2000	0.006	Daijah
F	2000	0.020	Danika
F	2000	0.005	Kerri
F	2000	0.006	Keyanna
F	2000	0.006	Monika
F	2000	0.009	Triniti
F	2000	0.008	Cailin
F	2000	0.007	Isela
F	2000	0.009	Kalli
F	2000	0.011	Amalia
F	2000	0.008	Brea
F	2000	0.005	Dajah
F	2000	0.011	Jolene
F	2000	0.007	Kaylea
F	2000	0.010	Rivka
F	2000	0.007	Yessica
F	2000	0.005	Bobbie
F	2000	0.007	Mason
F	2000	0.006	Tyana
F	2000	0.014	Elsie
F	2000	0.015	Nathaly
F	2000	0.006	Shelly
F	2000	0.006	Billie
F	2000	0.007	Chantal
F	2000	0.005	Jami
F	2000	0.005	Kaytlyn
F	2000	0.008	Mari
F	2000	0.006	Pauline
F	2000	0.009	Aidan
F	2000	0.017	Aleena
F	2000	0.005	Danyelle
F	2000	0.013	Jaylen
F	2000	0.006	Katya
F	2000	0.010	Kendyl
F	2000	0.008	Lesli
F	2000	0.042	Lola
F	2000	0.007	Analisa
F	2000	0.006	Kalista
F	2000	0.011	Kayleen
F	2000	0.005	Kortney
F	2000	0.005	Kristyn
F	2000	0.026	Luna
F	2000	0.005	Brieanna
F	2000	0.005	Corrine
F	2000	0.008	Harlie
F	2000	0.012	Cloe
F	2000	0.007	Jackie
F	2000	0.006	Kalee
F	2000	0.006	Leandra
F	2000	0.006	Magali
F	2000	0.008	Shamya
F	2000	0.006	Tatiyana
F	2000	0.009	Zainab
F	2000	0.009	Aliah
F	2000	0.007	Alliyah
F	2000	0.010	Anisa
F	2000	0.006	Elexis
F	2000	0.014	Ireland
F	2000	0.006	Jala
F	2000	0.012	Kylah
F	2000	0.006	Marion
F	2000	0.006	Mercedez
F	2000	0.008	Alyse
F	2000	0.008	Annmarie
F	2000	0.012	Azaria
F	2000	0.007	Gissel
F	2000	0.006	Jacy
F	2000	0.006	Joann
F	2000	0.010	Kiya
F	2000	0.007	Liza
F	2000	0.006	Macayla
F	2000	0.006	Britany
F	2000	0.006	Kristal
F	2000	0.012	Maren
F	2000	0.006	Acacia
F	2000	0.008	Alli
F	2000	0.005	Christen
F	2000	0.005	Deana
F	2000	0.007	Makaela
F	2000	0.008	Makenzi
F	2000	0.004	Tonya
F	2000	0.013	Dahlia
F	2000	0.006	Keyana
F	2000	0.006	Krysta
F	2000	0.007	Nallely
F	2000	0.015	Phoenix
F	2000	0.006	Rosemarie
F	2000	0.034	Emerson
F	2000	0.009	Jacie
F	2000	0.006	Jalisa
F	2000	0.010	Joseline
F	2000	0.011	Karsyn
F	2000	0.005	Keisha
F	2000	0.006	Marianne
F	2000	0.012	Maryjane
F	2000	0.005	Terri
F	2000	0.006	Tyasia
F	2000	0.009	Yamileth
F	2000	0.021	Amiyah
F	2000	0.007	Darcy
F	2000	0.013	Galilea
F	2000	0.008	Georgina
F	2000	0.031	Harper
F	2000	0.009	Jaci
F	2000	0.006	Tasia
F	2000	0.016	Adelaide
F	2000	0.007	Adia
F	2000	0.011	Bree
F	2000	0.007	Ivory
F	2000	0.007	Kierstin
F	2000	0.016	Meadow
F	2000	0.012	Nathalia
F	2000	0.009	Xochitl
F	2000	0.007	Amberly
F	2000	0.007	Calli
F	2000	0.005	Deandra
F	2000	0.007	Desire
F	2000	0.005	Kimberlee
F	2000	0.008	Mackenna
F	2000	0.007	Mallorie
F	2000	0.007	Anisha
F	2000	0.006	Brigid
F	2000	0.006	Franchesca
F	2000	0.007	Janna
F	2000	0.012	Jocelynn
F	2000	0.006	Keanna
F	2000	0.004	Kia
F	2000	0.009	Mae
F	2000	0.009	Makiya
F	2000	0.012	Yahaira
F	2000	0.011	Adamaris
F	2000	0.008	Ania
F	2000	0.006	Ivonne
F	2000	0.009	Janaya
F	2000	0.010	Kai
F	2000	0.006	Karah
F	2000	0.012	Marin
F	2000	0.031	Penelope
F	2000	0.009	Rosalie
F	2000	0.008	Aleigha
F	2000	0.004	Ashli
F	2000	0.008	Mika
F	2000	0.007	Rosario
F	2000	0.007	Aislinn
F	2000	0.012	Amirah
F	2000	0.015	Charlie
F	2000	0.017	Jaelynn
F	2000	0.006	Madelyne
F	2000	0.004	Renae
F	2000	0.010	Aiyanna
F	2000	0.016	Anabelle
F	2000	0.007	Cinthia
F	2000	0.023	Dylan
F	2000	0.004	Eboni
F	2000	0.008	Janeth
F	2000	0.008	Jayna
F	2000	0.016	Kinley
F	2000	0.007	Laken
F	2000	0.004	Lyndsay
F	2000	0.006	Mikaila
F	2000	0.007	Moira
F	2000	0.005	Nikole
F	2000	0.007	Vicky
F	2000	0.008	Alora
F	2000	0.006	Amie
F	2000	0.014	Belinda
F	2000	0.006	Cheryl
F	2000	0.002	Chynna
F	2000	0.007	Dora
F	2000	0.006	Jaquelyn
F	2000	0.005	Nakia
F	2000	0.006	Tehya
F	2000	0.012	Treasure
F	2000	0.006	Valencia
F	2000	0.007	Adela
F	2000	0.011	Aliana
F	2000	0.005	Ashely
F	2000	0.011	Averi
F	2000	0.007	Eleni
F	2000	0.006	Janell
F	2000	0.006	Kalynn
F	2000	0.012	Livia
F	2000	0.007	Lynette
F	2000	0.005	Mona
F	2000	0.006	Rena
F	2000	0.013	Riya
F	2000	0.005	Sherry
F	2000	0.002	Tionne
F	2000	0.006	Adrianne
F	2000	0.010	Annelise
F	2000	0.005	Bobbi
F	2000	0.007	Brissa
F	2000	0.009	Jania
F	2000	0.004	Jensen
F	2000	0.005	Lora
F	2000	0.010	Samaria
F	2000	0.007	Shanya
F	2000	0.037	Ximena
F	2000	0.034	Ainsley
F	2000	0.012	Heidy
F	2000	0.021	Jaidyn
F	2000	0.007	Linnea
F	2000	0.006	Malorie
F	2000	0.009	Melia
F	2000	0.004	Mickayla
F	2000	0.005	Riana
F	2000	0.008	Roxanna
F	2000	0.004	Tiarra
F	2000	0.005	Christie
F	2000	0.003	Domonique
F	2000	0.005	Dymond
F	2000	0.005	Kathrine
F	2000	0.006	Keyonna
F	2000	0.006	Kiah
F	2000	0.011	Kyndall
F	2000	0.011	Leia
F	2000	0.004	Leigh
F	2000	0.020	Maliyah
F	2000	0.009	Montserrat
F	2000	0.006	Sonja
F	2000	0.006	Symone
F	2000	0.004	Allysa
F	2000	0.005	Anyssa
F	2000	0.011	Ariella
F	2000	0.005	Johnna
F	2000	0.007	Keegan
F	2000	0.010	Natali
F	2000	0.006	Yulisa
F	2000	0.005	Alesha
F	2000	0.005	Demetria
F	2000	0.004	Keana
F	2000	0.004	Lynsey
F	2000	0.004	Siera
F	2000	0.005	Tatyanna
F	2000	0.014	Zara
F	2000	0.009	Annaliese
F	2000	0.009	Chiara
F	2000	0.009	Emalee
F	2000	0.010	Giavanna
F	2000	0.007	Hattie
F	2000	0.005	Kimberley
F	2000	0.009	Amiah
F	2000	0.006	Autum
F	2000	0.013	Briley
F	2000	0.005	Cathy
F	2000	0.008	Chase
F	2000	0.004	Christin
F	2000	0.007	Edna
F	2000	0.014	Jazlynn
F	2000	0.006	Jesenia
F	2000	0.008	Lianna
F	2000	0.006	Bryce
F	2000	0.004	Cherokee
F	2000	0.005	Devan
F	2000	0.006	Ilana
F	2000	0.004	Jean
F	2000	0.007	Lela
F	2000	0.019	Rubi
F	2000	0.016	Trista
F	2000	0.005	Amaiya
F	2000	0.008	Farrah
F	2000	0.004	Francis
F	2000	0.005	Imari
F	2000	0.005	Kim
F	2000	0.006	Pilar
F	2000	0.010	Rileigh
F	2000	0.013	Selah
F	2000	0.009	Selene
F	2000	0.005	Susannah
F	2000	0.011	Alannah
F	2000	0.004	Ananda
F	2000	0.005	Madelin
F	2000	0.014	Madilynn
F	2000	0.004	Nicolle
F	2000	0.006	Sana
F	2000	0.012	Valery
F	2000	0.013	Alani
F	2000	0.010	Dixie
F	2000	0.011	Emelia
F	2000	0.005	Hayli
F	2000	0.006	Janay
F	2000	0.004	Jeniffer
F	2000	0.012	Joselin
F	2000	0.004	Juliann
F	2000	0.010	June
F	2000	0.005	Marla
F	2000	0.004	Michael
F	2000	0.008	Noa
F	2000	0.007	Shira
F	2000	0.006	Ayesha
F	2000	0.005	Hanah
F	2000	0.008	Jaycie
F	2000	0.008	Maddie
F	2000	0.009	Nelly
F	2000	0.008	Zahra
F	2000	0.006	Jadah
F	2000	0.007	Jaela
F	2000	0.008	Karolina
F	2000	0.018	Laci
F	2000	0.010	Lanie
F	2000	0.006	Louise
F	2000	0.007	Malka
F	2000	0.005	Marguerite
F	2000	0.008	Mercy
F	2000	0.007	Milena
F	2000	0.005	Tyla
F	2000	0.004	Bayley
F	2000	0.005	Callista
F	2000	0.006	Candy
F	2000	0.005	Caylin
F	2000	0.006	Jessi
F	2000	0.008	Julieta
F	2000	0.009	Karleigh
F	2000	0.009	Kyndal
F	2000	0.007	Sanjana
F	2000	0.011	Sheyla
F	2000	0.005	Shivani
F	2000	0.007	Thea
F	2000	0.004	Tracey
F	2000	0.010	Aya
F	2000	0.005	Bernadette
F	2000	0.004	Bethanie
F	2000	0.024	Danna
F	2000	0.005	Daysha
F	2000	0.015	Jayleen
F	2000	0.005	Kaeli
F	2000	0.019	Kaliyah
F	2000	0.008	Karime
F	2000	0.016	Kinsley
F	2000	0.004	Linsey
F	2000	0.005	Lizet
F	2000	0.008	Lucinda
F	2000	0.005	Maira
F	2000	0.005	Tierney
F	2000	0.009	Angeles
F	2000	0.004	Anjelica
F	2000	0.005	Aysha
F	2000	0.004	Bridgett
F	2000	0.009	Brookelyn
F	2000	0.005	Divya
F	2000	0.008	Ginger
F	2000	0.005	Jamila
F	2000	0.007	Kaili
F	2000	0.005	Klarissa
F	2000	0.005	Meg
F	2000	0.010	Raelynn
F	2000	0.004	Salena
F	2000	0.006	Sequoia
F	2000	0.004	Shekinah
F	2000	0.009	Amia
F	2000	0.006	Ashlin
F	2000	0.026	Dayanara
F	2000	0.009	Isha
F	2000	0.010	Jordin
F	2000	0.008	Kelis
F	2000	0.003	Krysten
F	2000	0.008	Leona
F	2000	0.007	Lexy
F	2000	0.008	Makaylah
F	2000	0.003	Notnamed
F	2000	0.010	Raelyn
F	2000	0.007	Sabina
F	2000	0.008	Sahara
F	2000	0.004	Siobhan
F	2000	0.003	Tiera
F	2000	0.005	Yaquelin
F	2000	0.006	Alanis
F	2000	0.004	Ambria
F	2000	0.006	Anai
F	2000	0.004	Caley
F	2000	0.004	Catrina
F	2000	0.012	Gemma
F	2000	0.005	Jodie
F	2000	0.004	Malika
F	2000	0.006	Marjorie
F	2000	0.006	Sunny
F	2000	0.006	Abriana
F	2000	0.004	Alexcia
F	2000	0.009	Ayleen
F	2000	0.005	Brynne
F	2000	0.008	Dalila
F	2000	0.003	Erykah
F	2000	0.005	Ileana
F	2000	0.008	Jaila
F	2000	0.006	Jessalyn
F	2000	0.004	Kirstyn
F	2000	0.005	Malinda
F	2000	0.005	Margo
F	2000	0.004	Myia
F	2000	0.003	Mykala
F	2000	0.004	Stacie
F	2000	0.006	Tristin
F	2000	0.009	Analise
F	2000	0.007	Andie
F	2000	0.008	Arden
F	2000	0.013	Averie
F	2000	0.005	Aysia
F	2000	0.016	Brylee
F	2000	0.005	Doris
F	2000	0.004	Janine
F	2000	0.006	Jennah
F	2000	0.005	Keona
F	2000	0.013	Leyla
F	2000	0.004	Shakayla
F	2000	0.005	Taylar
F	2000	0.006	Tea
F	2000	0.001	Verania
F	2000	0.003	Allissa
F	2000	0.009	Arleth
F	2000	0.003	Babygirl
F	2000	0.005	Christianna
F	2000	0.004	Corrina
F	2000	0.006	Holland
F	2000	0.005	Josefina
F	2000	0.004	Julian
F	2000	0.005	Keyara
F	2000	0.005	Khadijah
F	2000	0.011	Rayne
F	2000	0.006	Rayven
F	2000	0.005	Shiann
F	2000	0.005	Stefani
F	2000	0.006	Stefany
F	2000	0.005	Whitley
F	2000	0.007	Annalee
F	2000	0.004	Asya
F	2000	0.015	Charlize
F	2000	0.004	Chassidy
F	2000	0.006	Deisy
F	2000	0.019	Emery
F	2000	0.004	Francisca
F	2000	0.004	Gissell
F	2000	0.007	Kami
F	2000	0.003	Rhonda
F	2000	0.009	Vera
F	2000	0.007	Yazmine
F	2000	0.007	Zaira
F	2000	0.005	Ciana
F	2000	0.005	Ester
F	2000	0.006	Gisel
F	2000	0.016	Gracelyn
F	2000	0.005	Jorden
F	2000	0.004	Kelsy
F	2000	0.005	Mackenzi
F	2000	0.005	Oriana
F	2000	0.011	Reece
F	2000	0.006	Saira
F	2000	0.004	Tanner
F	2000	0.004	Yesica
F	2000	0.007	Anastacia
F	2000	0.004	Briza
F	2000	0.004	Jacinda
F	2000	0.019	Jaliyah
F	2000	0.008	Jaya
F	2000	0.009	Kalia
F	2000	0.006	Kameryn
F	2000	0.002	Kearra
F	2000	0.005	Kerrigan
F	2000	0.013	Lilianna
F	2000	0.008	Nayely
F	2000	0.003	Tricia
F	2000	0.006	Dasha
F	2000	0.007	Emmaline
F	2000	0.009	Izabel
F	2000	0.012	Jaylah
F	2000	0.004	Jazzmine
F	2000	0.005	Kaylene
F	2000	0.005	Keasia
F	2000	0.007	Leena
F	2000	0.007	Malina
F	2000	0.004	Pricilla
F	2000	0.006	Rosie
F	2000	0.005	Ryanne
F	2000	0.014	Scarlet
F	2000	0.005	Tamar
F	2000	0.005	Valarie
F	2000	0.006	Abbigale
F	2000	0.008	Adelina
F	2000	0.005	August
F	2000	0.007	Ayah
F	2000	0.005	Flora
F	2000	0.007	Harleigh
F	2000	0.004	Jaimie
F	2000	0.003	Jerrica
F	2000	0.003	Karrington
F	2000	0.006	Keren
F	2000	0.037	Khloe
F	2000	0.004	Kyana
F	2000	0.005	Laurie
F	2000	0.005	Marielle
F	2000	0.206	Nevaeh
F	2000	0.008	Ryley
F	2000	0.003	Spencer
F	2000	0.016	Yuliana
F	2000	0.008	Ariyana
F	2000	0.005	Brooklin
F	2000	0.003	Desiray
F	2000	0.004	Destanie
F	2000	0.003	Dyamond
F	2000	0.005	Estela
F	2000	0.004	Jayne
F	2000	0.005	Kailah
F	2000	0.005	Kalei
F	2000	0.012	Karis
F	2000	0.032	Lyla
F	2000	0.004	Madelaine
F	2000	0.004	Salina
F	2000	0.003	Shalyn
F	2000	0.006	Shoshana
F	2000	0.005	Bernice
F	2000	0.005	Chanelle
F	2000	0.008	Dani
F	2000	0.006	Darla
F	2000	0.005	Gisell
F	2000	0.008	Heavenly
F	2000	0.005	Joi
F	2000	0.005	Josey
F	2000	0.006	Markayla
F	2000	0.011	Shiloh
F	2000	0.005	Davina
F	2000	0.005	Egypt
F	2000	0.004	Elvira
F	2000	0.004	Glenda
F	2000	0.004	Janel
F	2000	0.004	Kelcie
F	2000	0.004	Maricruz
F	2000	0.005	Nadya
F	2000	0.007	Nailah
F	2000	0.005	Sapphire
F	2000	0.007	Saylor
F	2000	0.005	Sunshine
F	2000	0.005	Trina
F	2000	0.004	Winnie
F	2000	0.008	Aida
F	2000	0.005	Amethyst
F	2000	0.009	Anneliese
F	2000	0.005	Cecily
F	2000	0.004	Dionna
F	2000	0.018	Evangeline
F	2000	0.008	Geraldine
F	2000	0.006	Layne
F	2000	0.004	Portia
F	2000	0.004	Taelor
F	2000	0.007	Adele
F	2000	0.007	Alessia
F	2000	0.004	Andria
F	2000	0.007	Carsyn
F	2000	0.007	Cianna
F	2000	0.006	Dynasty
F	2000	0.007	Elayna
F	2000	0.006	Frankie
F	2000	0.005	Gracen
F	2000	0.004	Hayle
F	2000	0.006	Kaileigh
F	2000	0.004	Keyona
F	2000	0.010	Lillianna
F	2000	0.005	Marta
F	2000	0.004	Michell
F	2000	0.005	Nakayla
F	2000	0.003	Raeann
F	2000	0.005	Zakiya
F	2000	0.005	Cami
F	2000	0.004	Dena
F	2000	0.008	Gracyn
F	2000	0.015	Jaylee
F	2000	0.007	Malena
F	2000	0.004	Marcia
F	2000	0.011	Milan
F	2000	0.004	Mirian
F	2000	0.015	Myla
F	2000	0.004	Teanna
F	2000	0.002	Zhane
F	2000	0.004	Bertha
F	2000	0.005	Ida
F	2000	0.010	Izabelle
F	2000	0.029	Janiyah
F	2000	0.006	Kierstyn
F	2000	0.005	Loretta
F	2000	0.007	Lupita
F	2000	0.004	Patrice
F	2000	0.004	Reem
F	2000	0.003	Sarena
F	2000	0.009	Soraya
